  -14.998535       0.903921347134E-05      -0.687178084116E-01
  -14.978535       0.906422349849E-05      -0.688125907848E-01
  -14.958535       0.908933797207E-05      -0.689076360712E-01
  -14.938535       0.911455734556E-05      -0.690029451150E-01
  -14.918535       0.913988211388E-05      -0.690985188450E-01
  -14.898535       0.916531284398E-05      -0.691943583251E-01
  -14.878535       0.919085011985E-05      -0.692904646499E-01
  -14.858535       0.921649453407E-05      -0.693868389287E-01
  -14.838535       0.924224668534E-05      -0.694834822808E-01
  -14.818535       0.926810717762E-05      -0.695803958336E-01
  -14.798535       0.929407661969E-05      -0.696775807220E-01
  -14.778535       0.932015562501E-05      -0.697750380880E-01
  -14.758535       0.934634481159E-05      -0.698727690804E-01
  -14.738535       0.937264480199E-05      -0.699707748549E-01
  -14.718535       0.939905622327E-05      -0.700690565738E-01
  -14.698535       0.942557970705E-05      -0.701676154062E-01
  -14.678535       0.945221588948E-05      -0.702664525280E-01
  -14.658535       0.947896541131E-05      -0.703655691217E-01
  -14.638535       0.950582891787E-05      -0.704649663768E-01
  -14.618535       0.953280705916E-05      -0.705646454894E-01
  -14.598535       0.955990048982E-05      -0.706646076626E-01
  -14.578535       0.958710986922E-05      -0.707648541065E-01
  -14.558535       0.961443586148E-05      -0.708653860379E-01
  -14.538535       0.964187913549E-05      -0.709662046807E-01
  -14.518535       0.966944036498E-05      -0.710673112660E-01
  -14.498535       0.969712022853E-05      -0.711687070318E-01
  -14.478535       0.972491940963E-05      -0.712703932232E-01
  -14.458535       0.975283859674E-05      -0.713723710927E-01
  -14.438535       0.978087848328E-05      -0.714746418999E-01
  -14.418535       0.980903976772E-05      -0.715772069116E-01
  -14.398535       0.983732315359E-05      -0.716800674021E-01
  -14.378535       0.986572934957E-05      -0.717832246530E-01
  -14.358535       0.989425906948E-05      -0.718866799535E-01
  -14.338535       0.992291303237E-05      -0.719904346000E-01
  -14.318535       0.995169196251E-05      -0.720944898968E-01
  -14.298535       0.998059658952E-05      -0.721988471555E-01
  -14.278535       0.100096276483E-04      -0.723035076956E-01
  -14.258535       0.100387858793E-04      -0.724084728441E-01
  -14.238535       0.100680720282E-04      -0.725137439360E-01
  -14.218535       0.100974868462E-04      -0.726193223140E-01
  -14.198535       0.101270310903E-04      -0.727252093287E-01
  -14.178535       0.101567055228E-04      -0.728314063387E-01
  -14.158535       0.101865109118E-04      -0.729379147106E-01
  -14.138535       0.102164480309E-04      -0.730447358189E-01
  -14.118535       0.102465176597E-04      -0.731518710465E-01
  -14.098535       0.102767205834E-04      -0.732593217842E-01
  -14.078535       0.103070575931E-04      -0.733670894313E-01
  -14.058535       0.103375294858E-04      -0.734751753953E-01
  -14.038535       0.103681370644E-04      -0.735835810920E-01
  -14.018535       0.103988811380E-04      -0.736923079458E-01
  -13.998535       0.104297625214E-04      -0.738013573894E-01
  -13.978535       0.104607820358E-04      -0.739107308641E-01
  -13.958535       0.104919405084E-04      -0.740204298200E-01
  -13.938535       0.105232387728E-04      -0.741304557156E-01
  -13.918535       0.105546776687E-04      -0.742408100185E-01
  -13.898535       0.105862580423E-04      -0.743514942047E-01
  -13.878535       0.106179807459E-04      -0.744625097595E-01
  -13.858535       0.106498466387E-04      -0.745738581768E-01
  -13.838535       0.106818565859E-04      -0.746855409598E-01
  -13.818535       0.107140114597E-04      -0.747975596206E-01
  -13.798535       0.107463121386E-04      -0.749099156805E-01
  -13.778535       0.107787595080E-04      -0.750226106701E-01
  -13.758535       0.108113544601E-04      -0.751356461292E-01
  -13.738535       0.108440978936E-04      -0.752490236070E-01
  -13.718535       0.108769907144E-04      -0.753627446621E-01
  -13.698535       0.109100338352E-04      -0.754768108626E-01
  -13.678535       0.109432281757E-04      -0.755912237864E-01
  -13.658535       0.109765746626E-04      -0.757059850209E-01
  -13.638535       0.110100742299E-04      -0.758210961630E-01
  -13.618535       0.110437278187E-04      -0.759365588198E-01
  -13.598535       0.110775363773E-04      -0.760523746080E-01
  -13.578535       0.111115008615E-04      -0.761685451544E-01
  -13.558535       0.111456222343E-04      -0.762850720958E-01
  -13.538535       0.111799014664E-04      -0.764019570791E-01
  -13.518535       0.112143395359E-04      -0.765192017614E-01
  -13.498535       0.112489374285E-04      -0.766368078100E-01
  -13.478535       0.112836961375E-04      -0.767547769027E-01
  -13.458535       0.113186166643E-04      -0.768731107276E-01
  -13.438535       0.113537000176E-04      -0.769918109833E-01
  -13.418535       0.113889472146E-04      -0.771108793791E-01
  -13.398535       0.114243592799E-04      -0.772303176350E-01
  -13.378535       0.114599372467E-04      -0.773501274815E-01
  -13.358535       0.114956821557E-04      -0.774703106602E-01
  -13.338535       0.115315950565E-04      -0.775908689236E-01
  -13.318535       0.115676770064E-04      -0.777118040351E-01
  -13.298535       0.116039290714E-04      -0.778331177693E-01
  -13.278535       0.116403523258E-04      -0.779548119119E-01
  -13.258535       0.116769478525E-04      -0.780768882601E-01
  -13.238535       0.117137167429E-04      -0.781993486221E-01
  -13.218535       0.117506600972E-04      -0.783221948178E-01
  -13.198535       0.117877790243E-04      -0.784454286788E-01
  -13.178535       0.118250746419E-04      -0.785690520479E-01
  -13.158535       0.118625480768E-04      -0.786930667801E-01
  -13.138535       0.119002004648E-04      -0.788174747418E-01
  -13.118535       0.119380329505E-04      -0.789422778117E-01
  -13.098535       0.119760466882E-04      -0.790674778803E-01
  -13.078535       0.120142428411E-04      -0.791930768503E-01
  -13.058535       0.120526225820E-04      -0.793190766365E-01
  -13.038535       0.120911870930E-04      -0.794454791662E-01
  -13.018535       0.121299375659E-04      -0.795722863790E-01
