    -14.998535188991      -0.112315532132E-05       0.174359148457E+01
    -14.978535188991      -0.112638069270E-05       0.174355416543E+01
    -14.958535188991      -0.112955167075E-05       0.174347932188E+01
    -14.938535188991      -0.113273608399E-05       0.174340414095E+01
    -14.918535188991      -0.113593401531E-05       0.174332871144E+01
    -14.898535188991      -0.113914554318E-05       0.174325305457E+01
    -14.878535188991      -0.114237074570E-05       0.174317717866E+01
    -14.858535188991      -0.114560970119E-05       0.174310108763E+01
    -14.838535188991      -0.114886248839E-05       0.174302478340E+01
    -14.818535188991      -0.115212918653E-05       0.174294826692E+01
    -14.798535188991      -0.115540987537E-05       0.174287153853E+01
    -14.778535188991      -0.115870463520E-05       0.174279459824E+01
    -14.758535188991      -0.116201354690E-05       0.174271744582E+01
    -14.738535188991      -0.116533669190E-05       0.174264008088E+01
    -14.718535188991      -0.116867415222E-05       0.174256250291E+01
    -14.698535188991      -0.117202601046E-05       0.174248471135E+01
    -14.678535188991      -0.117539234982E-05       0.174240670555E+01
    -14.658535188991      -0.117877325410E-05       0.174232848482E+01
    -14.638535188991      -0.118216880771E-05       0.174225004843E+01
    -14.618535188991      -0.118557909566E-05       0.174217139562E+01
    -14.598535188991      -0.118900420358E-05       0.174209252561E+01
    -14.578535188991      -0.119244421774E-05       0.174201343760E+01
    -14.558535188991      -0.119589922502E-05       0.174193413076E+01
    -14.538535188991      -0.119936931295E-05       0.174185460425E+01
    -14.518535188991      -0.120285456970E-05       0.174177485722E+01
    -14.498535188991      -0.120635508407E-05       0.174169488880E+01
    -14.478535188991      -0.120987094552E-05       0.174161469811E+01
    -14.458535188991      -0.121340224419E-05       0.174153428427E+01
    -14.438535188991      -0.121694907084E-05       0.174145364637E+01
    -14.418535188991      -0.122051151696E-05       0.174137278351E+01
    -14.398535188991      -0.122408967465E-05       0.174129169478E+01
    -14.378535188991      -0.122768363675E-05       0.174121037923E+01
    -14.358535188991      -0.123129349674E-05       0.174112883596E+01
    -14.338535188991      -0.123491934884E-05       0.174104706400E+01
    -14.318535188991      -0.123856128794E-05       0.174096506242E+01
    -14.298535188991      -0.124221940964E-05       0.174088283026E+01
    -14.278535188991      -0.124589381027E-05       0.174080036655E+01
    -14.258535188991      -0.124958458686E-05       0.174071767033E+01
    -14.238535188991      -0.125329183719E-05       0.174063474062E+01
    -14.218535188991      -0.125701565974E-05       0.174055157643E+01
    -14.198535188991      -0.126075615376E-05       0.174046817678E+01
    -14.178535188991      -0.126451341923E-05       0.174038454067E+01
    -14.158535188991      -0.126828755690E-05       0.174030066710E+01
    -14.138535188991      -0.127207866825E-05       0.174021655505E+01
    -14.118535188991      -0.127588685556E-05       0.174013220351E+01
    -14.098535188991      -0.127971222186E-05       0.174004761146E+01
    -14.078535188991      -0.128355487097E-05       0.173996277787E+01
    -14.058535188991      -0.128741490750E-05       0.173987770169E+01
    -14.038535188991      -0.129129243686E-05       0.173979238190E+01
    -14.018535188991      -0.129518756525E-05       0.173970681743E+01
    -13.998535188991      -0.129910039969E-05       0.173962100724E+01
    -13.978535188991      -0.130303104801E-05       0.173953495025E+01
    -13.958535188991      -0.130697961887E-05       0.173944864541E+01
    -13.938535188991      -0.131094622176E-05       0.173936209163E+01
    -13.918535188991      -0.131493096701E-05       0.173927528784E+01
    -13.898535188991      -0.131893396580E-05       0.173918823294E+01
    -13.878535188991      -0.132295533017E-05       0.173910092585E+01
    -13.858535188991      -0.132699517302E-05       0.173901336544E+01
    -13.838535188991      -0.133105360812E-05       0.173892555063E+01
    -13.818535188991      -0.133513075012E-05       0.173883748029E+01
    -13.798535188991      -0.133922671457E-05       0.173874915330E+01
    -13.778535188991      -0.134334161789E-05       0.173866056853E+01
    -13.758535188991      -0.134747557743E-05       0.173857172485E+01
    -13.738535188991      -0.135162871144E-05       0.173848262110E+01
    -13.718535188991      -0.135580113911E-05       0.173839325615E+01
    -13.698535188991      -0.135999298054E-05       0.173830362883E+01
    -13.678535188991      -0.136420435678E-05       0.173821373798E+01
    -13.658535188991      -0.136843538982E-05       0.173812358243E+01
    -13.638535188991      -0.137268620262E-05       0.173803316099E+01
    -13.618535188991      -0.137695691910E-05       0.173794247249E+01
    -13.598535188991      -0.138124766415E-05       0.173785151573E+01
    -13.578535188991      -0.138555856366E-05       0.173776028951E+01
    -13.558535188991      -0.138988974450E-05       0.173766879262E+01
    -13.538535188991      -0.139424133454E-05       0.173757702385E+01
    -13.518535188991      -0.139861346268E-05       0.173748498197E+01
    -13.498535188991      -0.140300625884E-05       0.173739266576E+01
    -13.478535188991      -0.140741985396E-05       0.173730007398E+01
    -13.458535188991      -0.141185438003E-05       0.173720720537E+01
    -13.438535188991      -0.141630997009E-05       0.173711405870E+01
    -13.418535188991      -0.142078675826E-05       0.173702063270E+01
    -13.398535188991      -0.142528487970E-05       0.173692692609E+01
    -13.378535188991      -0.142980447069E-05       0.173683293761E+01
    -13.358535188991      -0.143434566857E-05       0.173673866597E+01
    -13.338535188991      -0.143890861182E-05       0.173664410987E+01
    -13.318535188991      -0.144349344000E-05       0.173654926803E+01
    -13.298535188991      -0.144810029382E-05       0.173645413912E+01
    -13.278535188991      -0.145272931511E-05       0.173635872184E+01
    -13.258535188991      -0.145738064687E-05       0.173626301485E+01
    -13.238535188991      -0.146205443325E-05       0.173616701684E+01
    -13.218535188991      -0.146675081955E-05       0.173607072644E+01
    -13.198535188991      -0.147146995229E-05       0.173597414233E+01
    -13.178535188991      -0.147621197915E-05       0.173587726313E+01
    -13.158535188991      -0.148097704903E-05       0.173578008748E+01
